Year,State,District,Total_Male,Male_Below_12_years,Male_12_years_&_Above_Below_16_years,Male_16_years_&_Above_Below_18_years,Male_Children,Male_18_years_&_Above,Total_Female,Female_Below_12_years,Female_12_years_&_Above_Below_16_years,Female_16_years_&_Above_Below_18_years,Female_Children,Female_18_years_&_Above,Total_Transgender,Transgender_Below_12_years,Transgender_12_years_&_Above_Below_16_years,Transgender_16_years_&_Above_Below_18_years,Transgender_Children,Transgender_18_years_&_Above,Grand_Total,Total_Below_12_years,Total_12_years_&_Above_Below_14_years,Total_14_years_&_Above_Below_18_years,Total_Children,Total_18_years_&_Above
2020-21, Andhra Pradesh,Anantapur,291,3,21,19,43,248,1224,4,111,331,446,778,0,0,0,0,0,0,1515,7,132,350,489,1026
2020-21, Andhra Pradesh,Chittoor,167,28,7,10,45,122,727,18,67,180,265,462,0,0,0,0,0,0,894,46,74,190,310,584
2020-21, Andhra Pradesh,Cuddapah,209,22,10,19,51,158,573,23,64,117,204,369,10,5,0,0,5,5,792,50,74,136,260,532
2020-21, Andhra Pradesh,East Godavari,353,11,11,7,29,324,693,18,32,141,191,502,0,0,0,0,0,0,1046,29,43,148,220,826
2020-21, Andhra Pradesh,Guntur,280,44,20,18,82,198,667,42,48,116,206,461,0,0,0,0,0,0,947,86,68,134,288,659
2020-21, Andhra Pradesh,Guntur Urban,203,3,7,7,17,186,440,1,69,68,138,302,0,0,0,0,0,0,643,4,76,75,155,488
2020-21, Andhra Pradesh,Krishna,204,30,1,0,31,173,346,28,2,2,32,314,0,0,0,0,0,0,550,58,3,2,63,487
2020-21, Andhra Pradesh,Kurnool,299,54,23,16,93,206,865,38,62,161,261,604,0,0,0,0,0,0,1164,92,85,177,354,810
2020-21, Andhra Pradesh,Nellore,187,26,8,16,50,137,529,21,52,104,177,352,0,0,0,0,0,0,716,47,60,120,227,489
2020-21, Andhra Pradesh,Prakasham,191,32,14,7,53,138,575,37,77,84,198,377,0,0,0,0,0,0,766,69,91,91,251,515
2020-21, Andhra Pradesh,Rajahmundry,157,14,4,5,23,134,271,14,30,28,72,199,0,0,0,0,0,0,428,28,34,33,95,333
2020-21, Andhra Pradesh,Srikakulam,81,4,5,7,16,65,288,13,5,67,85,203,0,0,0,0,0,0,369,17,10,74,101,268
2020-21, Andhra Pradesh,Tirupathi Urban,108,17,10,2,29,79,358,13,33,101,147,211,0,0,0,0,0,0,466,30,43,103,176,290
2020-21, Andhra Pradesh,Vijayawada City,292,19,4,12,35,257,527,19,28,81,128,399,0,0,0,0,0,0,819,38,32,93,163,656
2020-21, Andhra Pradesh,Visakha Rural,124,7,4,7,18,106,216,7,9,35,51,165,0,0,0,0,0,0,340,14,13,42,69,271
2020-21, Andhra Pradesh,Visakhapatnam,454,20,29,21,70,384,791,17,44,94,155,636,0,0,0,0,0,0,1245,37,73,115,225,1020
2020-21, Andhra Pradesh,Vizianagaram,140,4,13,5,22,118,253,8,7,23,38,215,0,0,0,0,0,0,393,12,20,28,60,333
2020-21, Andhra Pradesh,West Godavari,313,1,16,9,26,287,730,5,80,102,187,543,0,0,0,0,0,0,1043,6,96,111,213,830
2020-21, Andhra Pradesh,Total Districts ,4065,340,207,187,734,3331,10085,326,820,1835,2981,7104,10,5,0,0,5,5,14160,671,1027,2022,3720,10440
2020-21,Arunachal Pradesh,Anjaw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Arunachal Pradesh,Changlang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Arunachal Pradesh,Crime Branch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Arunachal Pradesh,Dibang Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Arunachal Pradesh,Kameng East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Arunachal Pradesh,Kameng West,1,0,1,0,1,0,2,0,1,0,1,1,0,0,0,0,0,0,3,0,2,0,2,1
2020-21,Arunachal Pradesh,Kurung Kumey,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
2020-21,Arunachal Pradesh,Lohit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Arunachal Pradesh,Longding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Arunachal Pradesh,Lower Dibang Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Arunachal Pradesh,Papum Pare City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Arunachal Pradesh,Papum Pare Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Arunachal Pradesh,Siang East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Arunachal Pradesh,Siang Upper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Arunachal Pradesh,Siang West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Arunachal Pradesh,Subansiri Lower,18,0,7,4,11,7,0,0,0,0,0,0,0,0,0,0,0,0,18,0,7,4,11,7
2020-21,Arunachal Pradesh,Subansiri Upper,30,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,30,30,0
2020-21,Arunachal Pradesh,Tawang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Arunachal Pradesh,Tirap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Arunachal Pradesh,Namsai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Arunachal Pradesh,Siang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Arunachal Pradesh,Kamle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Arunachal Pradesh,Kra Dadi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Arunachal Pradesh,Lower Siang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Arunachal Pradesh,Leparada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Arunachal Pradesh,Shiyomi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Arunachal Pradesh,Pakkessang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Arunachal Pradesh,Total Districts ,50,0,9,34,43,7,2,0,1,0,1,1,0,0,0,0,0,0,52,0,10,34,44,8
2020-21,Assam,BIEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Assam,Barpeta,73,0,0,0,0,73,19,0,0,0,0,19,0,0,0,0,0,0,92,0,0,0,0,92
2020-21,Assam,Baksa,42,9,2,0,11,31,177,2,5,9,16,161,0,0,0,0,0,0,219,11,7,9,27,192
2020-21,Assam,Bongaigaon,37,4,1,7,12,25,200,1,4,30,35,165,0,0,0,0,0,0,237,5,5,37,47,190
2020-21,Assam,CID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Assam,Cachar,114,2,2,12,16,98,325,6,10,7,23,302,0,0,0,0,0,0,439,8,12,19,39,400
2020-21,Assam,Chirang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Assam,Darrang,40,0,0,0,0,40,159,0,0,3,3,156,0,0,0,0,0,0,199,0,0,3,3,196
2020-21,Assam,Dhemaji,29,2,2,0,4,25,63,3,3,7,13,50,0,0,0,0,0,0,92,5,5,7,17,75
2020-21,Assam,Dhubri,66,0,4,11,15,51,193,0,11,66,77,116,0,0,0,0,0,0,259,0,15,77,92,167
2020-21,Assam,Dibrugarh,15,0,6,0,6,9,28,0,6,8,14,14,0,0,0,0,0,0,43,0,12,8,20,23
2020-21,Assam,GRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Assam,Goalpara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Assam,Golaghat,19,0,13,0,13,6,257,0,30,227,257,0,0,0,0,0,0,0,276,0,43,227,270,6
2020-21,Assam,Guwahati City,500,4,17,50,71,429,650,2,13,70,85,565,0,0,0,0,0,0,1150,6,30,120,156,994
2020-21,Assam,Hailakandi,93,38,0,32,70,23,68,1,14,32,47,21,0,0,0,0,0,0,161,39,14,64,117,44
2020-21,Assam,Hamren,3,0,0,0,0,3,14,0,0,0,0,14,0,0,0,0,0,0,17,0,0,0,0,17
2020-21,Assam,Jorhat,13,1,5,6,12,1,28,0,6,22,28,0,0,0,0,0,0,0,41,1,11,28,40,1
2020-21,Assam,Kamrup,105,1,0,10,11,94,296,0,13,26,39,257,0,0,0,0,0,0,401,1,13,36,50,351
2020-21,Assam,Karbi Anglong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Assam,Karimganj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Assam,Kokrajhar,40,0,0,3,3,37,68,0,0,3,3,65,0,0,0,0,0,0,108,0,0,6,6,102
2020-21,Assam,Lakhimpur,56,0,1,1,2,54,113,2,3,3,8,105,0,0,0,0,0,0,169,2,4,4,10,159
2020-21,Assam,Morigaon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Assam,Dima Hasao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Assam,Nagaon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Assam,Nalbari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Assam,RPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Assam,SOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Assam,STF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Assam,Sibsagar,10,5,2,0,7,3,122,3,11,30,44,78,0,0,0,0,0,0,132,8,13,30,51,81
2020-21,Assam,Sonitpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Assam,Tinsukia,113,0,8,9,17,96,77,0,52,25,77,0,0,0,0,0,0,0,190,0,60,34,94,96
2020-21,Assam,Udalguri,46,2,0,0,2,44,127,0,2,0,2,125,0,0,0,0,0,0,173,2,2,0,4,169
2020-21,Assam,Sadia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Assam,Majuli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Assam,Biswanath,7,0,0,7,7,0,28,0,0,28,28,0,0,0,0,0,0,0,35,0,0,35,35,0
2020-21,Assam,Hojai,43,0,0,24,24,19,88,0,0,24,24,64,0,0,0,0,0,0,131,0,0,48,48,83
2020-21,Assam,South Salmara,1,0,0,1,1,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,1,1,3
2020-21,Assam,Charaideo,31,1,4,0,5,26,75,0,20,9,29,46,0,0,0,0,0,0,106,1,24,9,34,72
2020-21,Assam,Total Districts ,1496,69,67,173,309,1187,3178,20,203,629,852,2326,0,0,0,0,0,0,4674,89,270,802,1161,3513
2020-21,Bihar,Araria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Bihar,Arwal,4,0,0,0,0,4,25,4,0,10,14,11,0,0,0,0,0,0,29,4,0,10,14,15
2020-21,Bihar,Aurangabad,33,0,11,0,11,22,13,1,0,5,6,7,0,0,0,0,0,0,46,1,11,5,17,29
2020-21,Bihar,Bagaha,2,0,0,1,1,1,2,1,0,1,2,0,0,0,0,0,0,0,4,1,0,2,3,1
2020-21,Bihar,Banka,3,0,0,0,0,3,126,5,54,44,103,23,0,0,0,0,0,0,129,5,54,44,103,26
2020-21,Bihar,Begusarai,7,0,0,0,0,7,156,0,0,26,26,130,0,0,0,0,0,0,163,0,0,26,26,137
2020-21,Bihar,Bettiah,34,9,0,3,12,22,314,32,0,74,106,208,0,0,0,0,0,0,348,41,0,77,118,230
2020-21,Bihar,Kaimur(Bhabhua),18,3,4,4,11,7,70,7,21,29,57,13,0,0,0,0,0,0,88,10,25,33,68,20
2020-21,Bihar,Bhagalpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Bihar,Bhojpur,44,2,9,20,31,13,99,1,18,56,75,24,0,0,0,0,0,0,143,3,27,76,106,37
2020-21,Bihar,Buxar,7,0,3,2,5,2,5,0,1,2,3,2,0,0,0,0,0,0,12,0,4,4,8,4
2020-21,Bihar,Darbhanga,40,4,7,12,23,17,224,17,120,0,137,87,0,0,0,0,0,0,264,21,127,12,160,104
2020-21,Bihar,Gaya,29,6,2,5,13,16,17,2,1,5,8,9,0,0,0,0,0,0,46,8,3,10,21,25
2020-21,Bihar,Gopalganj,31,4,12,2,18,13,254,0,37,151,188,66,0,0,0,0,0,0,285,4,49,153,206,79
2020-21,Bihar,Jamalpur Railway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Bihar,Jamui,15,0,1,4,5,10,48,0,6,16,22,26,0,0,0,0,0,0,63,0,7,20,27,36
2020-21,Bihar,Jehanabad,22,0,7,7,14,8,68,5,25,13,43,25,0,0,0,0,0,0,90,5,32,20,57,33
2020-21,Bihar,Katihar,28,0,0,0,0,28,153,0,4,15,19,134,0,0,0,0,0,0,181,0,4,15,19,162
2020-21,Bihar,Katihar Railway,3,2,0,0,2,1,3,2,0,0,2,1,0,0,0,0,0,0,6,4,0,0,4,2
2020-21,Bihar,Khagaria,19,0,0,0,0,19,162,0,0,91,91,71,0,0,0,0,0,0,181,0,0,91,91,90
2020-21,Bihar,Kishanganj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Bihar,Lakhisarai,13,0,4,3,7,6,68,0,12,35,47,21,0,0,0,0,0,0,81,0,16,38,54,27
2020-21,Bihar,Madhepura,12,1,0,2,3,9,137,9,26,42,77,60,0,0,0,0,0,0,149,10,26,44,80,69
2020-21,Bihar,Madhubani,12,1,3,4,8,4,157,5,8,91,104,53,0,0,0,0,0,0,169,6,11,95,112,57
2020-21,Bihar,Motihari,41,10,2,12,24,17,308,38,4,171,213,95,0,0,0,0,0,0,349,48,6,183,237,112
2020-21,Bihar,Munger,33,0,6,14,20,13,35,1,3,15,19,16,0,0,0,0,0,0,68,1,9,29,39,29
2020-21,Bihar,Muzaffarpur,101,0,11,19,30,71,668,0,33,306,339,329,0,0,0,0,0,0,769,0,44,325,369,400
2020-21,Bihar,Muzaffarpur Railway,3,2,0,0,2,1,3,1,0,0,1,2,0,0,0,0,0,0,6,3,0,0,3,3
2020-21,Bihar,Nalanda,99,16,21,3,40,59,380,2,42,197,241,139,0,0,0,0,0,0,479,18,63,200,281,198
2020-21,Bihar,Naugachia,19,11,5,3,19,0,71,5,45,21,71,0,0,0,0,0,0,0,90,16,50,24,90,0
2020-21,Bihar,Nawadah,27,7,8,12,27,0,111,1,76,34,111,0,0,0,0,0,0,0,138,8,84,46,138,0
2020-21,Bihar,Patna,295,51,59,21,131,164,885,11,107,450,568,317,0,0,0,0,0,0,1180,62,166,471,699,481
2020-21,Bihar,Patna Railway,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,2,0,0,1,1,1
2020-21,Bihar,Purnea,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0
2020-21,Bihar,Rohtas,23,0,11,4,15,8,19,2,2,2,6,13,0,0,0,0,0,0,42,2,13,6,21,21
2020-21,Bihar,Saharsa,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2020-21,Bihar,Samastipur,13,5,3,0,8,5,140,5,35,74,114,26,0,0,0,0,0,0,153,10,38,74,122,31
2020-21,Bihar,Saran,103,16,7,28,51,52,431,30,60,205,295,136,0,0,0,0,0,0,534,46,67,233,346,188
2020-21,Bihar,Sheikhpura,10,1,2,4,7,3,54,0,15,22,37,17,0,0,0,0,0,0,64,1,17,26,44,20
2020-21,Bihar,Sheohar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Bihar,Sitamarhi,74,11,19,12,42,32,294,2,54,127,183,111,0,0,0,0,0,0,368,13,73,139,225,143
2020-21,Bihar,Siwan,0,0,0,0,0,0,166,0,26,122,148,18,75,0,0,0,0,75,241,0,26,122,148,93
2020-21,Bihar,Supaul,15,0,5,1,6,9,134,1,20,70,91,43,0,0,0,0,0,0,149,1,25,71,97,52
2020-21,Bihar,Vaishali,142,0,58,62,120,22,342,42,135,125,302,40,0,0,0,0,0,0,484,42,193,187,422,62
2020-21,Bihar,Economic Offences Unit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Bihar,Anti Terrorist Squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Bihar,Total Districts ,1377,162,280,266,708,669,6144,232,990,2648,3870,2274,75,0,0,0,0,75,7596,394,1270,2914,4578,3018
2020-21,Chhattisgarh,Balod,109,0,6,0,6,103,387,0,3,60,63,324,0,0,0,0,0,0,496,0,9,60,69,427
2020-21,Chhattisgarh,Balodbazar,139,0,8,3,11,128,644,4,91,68,163,481,0,0,0,0,0,0,783,4,99,71,174,609
2020-21,Chhattisgarh,Balrampur,56,0,1,1,2,54,193,3,18,47,68,125,0,0,0,0,0,0,249,3,19,48,70,179
2020-21,Chhattisgarh,Bemetra,78,0,3,3,6,72,307,0,22,50,72,235,0,0,0,0,0,0,385,0,25,53,78,307
2020-21,Chhattisgarh,Bilaspur,453,7,10,34,51,402,1026,7,143,95,245,781,0,0,0,0,0,0,1479,14,153,129,296,1183
2020-21,Chhattisgarh,Bizapur,10,0,0,0,0,10,32,0,3,6,9,23,0,0,0,0,0,0,42,0,3,6,9,33
2020-21,Chhattisgarh,Dantewara,20,0,2,0,2,18,59,0,9,10,19,40,0,0,0,0,0,0,79,0,11,10,21,58
2020-21,Chhattisgarh,Dhamtari,140,0,2,11,13,127,415,0,1,61,62,353,0,0,0,0,0,0,555,0,3,72,75,480
2020-21,Chhattisgarh,Durg,372,5,26,19,50,322,1043,5,78,138,221,822,0,0,0,0,0,0,1415,10,104,157,271,1144
2020-21,Chhattisgarh,Gariyaband,69,0,2,2,4,65,206,1,18,25,44,162,0,0,0,0,0,0,275,1,20,27,48,227
2020-21,Chhattisgarh,GRP Raipur,9,0,1,0,1,8,18,0,2,3,5,13,0,0,0,0,0,0,27,0,3,3,6,21
2020-21,Chhattisgarh,Jagdalpur,86,2,2,5,9,77,288,1,25,63,89,199,0,0,0,0,0,0,374,3,27,68,98,276
2020-21,Chhattisgarh,Janjgir,226,2,13,16,31,195,775,7,35,156,198,577,0,0,0,0,0,0,1001,9,48,172,229,772
2020-21,Chhattisgarh,Jashpur,77,4,5,7,16,61,268,1,32,49,82,186,0,0,0,0,0,0,345,5,37,56,98,247
2020-21,Chhattisgarh,Kabirdham,90,1,4,11,16,74,308,1,30,60,91,217,0,0,0,0,0,0,398,2,34,71,107,291
2020-21,Chhattisgarh,Kanker,136,0,1,5,6,130,280,0,0,64,64,216,0,0,0,0,0,0,416,0,1,69,70,346
2020-21,Chhattisgarh,Kondagaon,42,0,0,4,4,38,172,0,16,24,40,132,0,0,0,0,0,0,214,0,16,28,44,170
2020-21,Chhattisgarh,Korba,198,5,3,15,23,175,538,5,6,101,112,426,0,0,0,0,0,0,736,10,9,116,135,601
2020-21,Chhattisgarh,Koriya,91,0,4,5,9,82,316,3,45,50,98,218,0,0,0,0,0,0,407,3,49,55,107,300
2020-21,Chhattisgarh,Mahasamund,155,0,6,3,9,146,458,0,45,41,86,372,0,0,0,0,0,0,613,0,51,44,95,518
2020-21,Chhattisgarh,Mungali,61,0,1,4,5,56,274,1,27,49,77,197,0,0,0,0,0,0,335,1,28,53,82,253
2020-21,Chhattisgarh,Narayanpur,8,0,0,3,3,5,41,0,5,7,12,29,0,0,0,0,0,0,49,0,5,10,15,34
2020-21,Chhattisgarh,Raigarh,214,5,10,10,25,189,630,1,43,92,136,494,0,0,0,0,0,0,844,6,53,102,161,683
2020-21,Chhattisgarh,Raipur,635,3,14,53,70,565,1764,0,44,381,425,1339,0,0,0,0,0,0,2399,3,58,434,495,1904
2020-21,Chhattisgarh,Rajnandgaon,261,1,5,5,11,250,745,0,43,87,130,615,0,0,0,0,0,0,1006,1,48,92,141,865
2020-21,Chhattisgarh,Sarguja,139,0,11,6,17,122,424,1,87,36,124,300,0,0,0,0,0,0,563,1,98,42,141,422
2020-21,Chhattisgarh,Sukma,11,0,0,1,1,10,47,1,13,9,23,24,0,0,0,0,0,0,58,1,13,10,24,34
2020-21,Chhattisgarh,Surajpur,87,3,0,1,4,83,275,1,34,35,70,205,0,0,0,0,0,0,362,4,34,36,74,288
2020-21,Chhattisgarh,Gaurela-Pendra-Marwari,38,0,3,5,8,30,176,0,18,19,37,139,0,0,0,0,0,0,214,0,21,24,45,169
2020-21,Chhattisgarh,Total Districts ,4010,38,143,232,413,3597,12109,43,936,1886,2865,9244,0,0,0,0,0,0,16119,81,1079,2118,3278,12841
2020-21,Goa,North Goa,161,2,1,0,3,158,113,3,0,0,3,110,0,0,0,0,0,0,274,5,1,0,6,268
2020-21,Goa,South Goa,131,2,2,0,4,127,111,2,1,0,3,108,0,0,0,0,0,0,242,4,3,0,7,235
2020-21,Goa,Total Districts ,300,4,3,0,7,293,225,5,1,0,6,219,0,0,0,0,0,0,525,9,4,0,13,512
2020-21,Gujarat,Ahmedabad City,1078,12,37,16,65,1013,2778,14,160,99,273,2505,0,0,0,0,0,0,3856,26,197,115,338,3518
2020-21,Gujarat,Ahmedabad Rural,58,7,1,0,8,50,117,7,2,0,9,108,0,0,0,0,0,0,175,14,3,0,17,158
2020-21,Gujarat,Amreli,20,0,0,0,0,20,82,0,0,0,0,82,0,0,0,0,0,0,102,0,0,0,0,102
2020-21,Gujarat,Anand,114,0,0,0,0,114,315,0,0,0,0,315,0,0,0,0,0,0,429,0,0,0,0,429
2020-21,Gujarat,Arvalli,59,0,0,0,0,59,201,0,0,0,0,201,0,0,0,0,0,0,260,0,0,0,0,260
2020-21,Gujarat,Banaskantha,84,0,0,0,0,84,234,0,0,0,0,234,0,0,0,0,0,0,318,0,0,0,0,318
2020-21,Gujarat,Bharuch,173,17,2,1,20,153,257,6,4,1,11,246,0,0,0,0,0,0,430,23,6,2,31,399
2020-21,Gujarat,Bhavnagar,52,0,1,1,2,50,173,0,0,7,7,166,0,0,0,0,0,0,225,0,1,8,9,216
2020-21,Gujarat,Botad,18,0,0,3,3,15,64,0,12,20,32,32,0,0,0,0,0,0,82,0,12,23,35,47
2020-21,Gujarat,Chhotaudepur,15,0,0,0,0,15,41,1,0,0,1,40,0,0,0,0,0,0,56,1,0,0,1,55
2020-21,Gujarat,CID Crime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Gujarat,Dahod,41,2,0,1,3,38,190,3,48,78,129,61,0,0,0,0,0,0,231,5,48,79,132,99
2020-21,Gujarat,Dang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Gujarat,Devbhumi Dwarka,32,2,0,0,2,30,84,6,0,0,6,78,0,0,0,0,0,0,116,8,0,0,8,108
2020-21,Gujarat,Gandhinagar,160,16,0,0,16,144,285,10,3,0,13,272,0,0,0,0,0,0,445,26,3,0,29,416
2020-21,Gujarat,Gir Somnath,25,0,0,0,0,25,15,0,0,0,0,15,0,0,0,0,0,0,40,0,0,0,0,40
2020-21,Gujarat,Jamnagar,71,11,1,4,16,55,152,9,6,6,21,131,0,0,0,0,0,0,223,20,7,10,37,186
2020-21,Gujarat,Junagadh,29,1,0,0,1,28,28,0,0,0,0,28,0,0,0,0,0,0,57,1,0,0,1,56
2020-21,Gujarat,Kachchh East(G),145,4,5,2,11,134,341,16,18,27,61,280,0,0,0,0,0,0,486,20,23,29,72,414
2020-21,Gujarat,Kachchh West(B),108,2,1,3,6,102,288,1,27,17,45,243,0,0,0,0,0,0,396,3,28,20,51,345
2020-21,Gujarat,Kheda,114,16,0,2,18,96,209,10,0,0,10,199,0,0,0,0,0,0,323,26,0,2,28,295
2020-21,Gujarat,Mahisagar,15,2,0,0,2,13,112,0,14,26,40,72,0,0,0,0,0,0,127,2,14,26,42,85
2020-21,Gujarat,Mehsana,93,2,0,0,2,91,350,0,0,0,0,350,2,2,0,0,2,0,445,4,0,0,4,441
2020-21,Gujarat,Morbi,25,0,0,0,0,25,30,0,0,0,0,30,0,0,0,0,0,0,55,0,0,0,0,55
2020-21,Gujarat,Narmada,8,1,0,0,1,7,35,1,0,0,1,34,0,0,0,0,0,0,43,2,0,0,2,41
2020-21,Gujarat,Navsari,60,1,2,0,3,57,82,2,1,1,4,78,0,0,0,0,0,0,142,3,3,1,7,135
2020-21,Gujarat,Panchmahal,48,0,1,0,1,47,56,4,0,0,4,52,0,0,0,0,0,0,104,4,1,0,5,99
2020-21,Gujarat,Patan,86,0,0,0,0,86,312,0,0,0,0,312,0,0,0,0,0,0,398,0,0,0,0,398
2020-21,Gujarat,Porbandar,16,0,0,0,0,16,26,2,0,0,2,24,0,0,0,0,0,0,42,2,0,0,2,40
2020-21,Gujarat,Rajkot City,16,0,2,4,6,10,40,0,10,20,30,10,0,0,0,0,0,0,56,0,12,24,36,20
2020-21,Gujarat,Rajkot Rural,75,1,1,0,2,73,365,4,37,47,88,277,0,0,0,0,0,0,440,5,38,47,90,350
2020-21,Gujarat,Sabarkantha,75,2,1,0,3,72,199,1,0,1,2,197,0,0,0,0,0,0,274,3,1,1,5,269
2020-21,Gujarat,Surat City,821,67,35,13,115,706,1480,65,47,36,148,1332,13,0,0,0,0,13,2314,132,82,49,263,2051
2020-21,Gujarat,Surat Rural,53,8,1,1,10,43,116,7,3,0,10,106,0,0,0,0,0,0,169,15,4,1,20,149
2020-21,Gujarat,Surendranagar,17,2,0,0,2,15,47,2,0,0,2,45,0,0,0,0,0,0,64,4,0,0,4,60
2020-21,Gujarat,Tapi,18,0,0,0,0,18,19,1,0,0,1,18,0,0,0,0,0,0,37,1,0,0,1,36
2020-21,Gujarat,Vadodara City,246,2,9,5,16,230,450,2,45,41,88,362,0,0,0,0,0,0,696,4,54,46,104,592
