Year,State,District,Total_Male,Male_Below_5_years,Male_5_years_&_Above_Below_14_years,Male_14_years_&_Above_Below_18_years,Male_18_years_&_Above_Below_30_years,Male_30_years_&_Above_Below_45_years,Male_45_years_&_Above_Below_60_years,Male_60_years_&_Above,Total_Female,Female_Below_5_years,Female_5_years_&_Above_Below_14_years,Female_14_years_&_Above_Below_18_years,Female_18_years_&_Above_Below_30_years,Female_30_years_&_Above_Below_45_years,Female_45_years_&_Above_Below_60_years,Female_60_years_&_Above,Total_Transgender,Transgender_Below_5_years,Transgender_5_years_&_Above_Below_14_years,Transgender_14_years_&_Above_Below_18_years,Transgender_18_years_&_Above_Below_30_years,Transgender_30_years_&_Above_Below_45_years,Transgender_45_years_&_Above_Below_60_years,Transgender_60_years_&_Above,Grand_Total,Total_Below_5_years,Total_5_years_&_Above_Below_14_years,Total_14_years_&_Above_Below_18_years,Total_18_years_&_Above_Below_30_years,Total_30_years_&_Above_Below_45_years,Total_45_years_&_Above_Below_60_years,Total_60_years_&_Above
2018-19,Chhattisgarh,Sukma,13,0,3,3,4,1,2,0,31,0,0,10,17,3,1,0,0,0,0,0,0,0,0,0,44,0,3,13,21,4,3,0
2018-19,Chhattisgarh,Surajpur,62,0,1,8,22,16,10,5,201,0,3,57,119,18,3,1,0,0,0,0,0,0,0,0,263,0,4,65,141,34,13,6
2018-19,Chhattisgarh,Total,3792,7,184,346,1337,1075,580,263,11108,7,255,2344,5935,2026,404,137,0,0,0,0,0,0,0,0,14900,14,439,2690,7272,3101,984,400
2018-19,Goa,North Goa,151,1,1,1,45,54,32,17,131,4,3,0,88,22,8,6,0,0,0,0,0,0,0,0,282,5,4,1,133,76,40,23
2018-19,Goa,South Goa,161,1,2,1,50,49,42,16,164,2,1,14,106,26,8,7,0,0,0,0,0,0,0,0,325,3,3,15,156,75,50,23
2018-19,Goa,CID,6,0,0,0,2,2,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,2,1,1
2018-19,Goa,Total,318,2,3,2,97,105,75,34,297,6,4,14,196,48,16,13,0,0,0,0,0,0,0,0,615,8,7,16,293,153,91,47
2018-19,Gujarat,Ahmedabad City,1065,6,26,52,456,342,129,54,2149,4,40,281,1501,258,40,25,21,0,0,0,16,5,0,0,3235,10,66,333,1973,605,169,79
2018-19,Gujarat,Ahmedabad Rural,79,3,1,0,26,31,12,6,98,5,1,0,72,17,2,1,0,0,0,0,0,0,0,0,177,8,2,0,98,48,14,7
2018-19,Gujarat,Amreli,23,0,0,0,8,11,3,1,146,0,0,0,130,16,0,0,0,0,0,0,0,0,0,0,169,0,0,0,138,27,3,1
2018-19,Gujarat,Anand,146,0,0,0,64,46,33,3,345,0,0,0,169,127,43,6,0,0,0,0,0,0,0,0,491,0,0,0,233,173,76,9
2018-19,Gujarat,Arvalli,35,0,0,0,12,21,2,0,85,0,0,0,52,32,1,0,0,0,0,0,0,0,0,0,120,0,0,0,64,53,3,0
2018-19,Gujarat,Banaskantha,103,0,0,1,56,28,15,3,214,0,0,2,192,19,0,1,0,0,0,0,0,0,0,0,317,0,0,3,248,47,15,4
2018-19,Gujarat,Bharuch,122,10,8,0,42,32,20,10,230,5,10,1,178,29,5,2,0,0,0,0,0,0,0,0,352,15,18,1,220,61,25,12
2018-19,Gujarat,Bhavnagar,64,1,0,0,32,24,2,5,187,0,0,21,126,40,0,0,0,0,0,0,0,0,0,0,251,1,0,21,158,64,2,5
2018-19,Gujarat,Botad,15,0,0,5,6,3,1,0,37,0,1,14,20,2,0,0,0,0,0,0,0,0,0,0,52,0,1,19,26,5,1,0
2018-19,Gujarat,Chhotaudepur,15,0,2,0,5,3,4,1,16,1,0,0,10,2,1,2,0,0,0,0,0,0,0,0,31,1,2,0,15,5,5,3
2018-19,Gujarat,CID Crime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Gujarat,Dahod,18,0,3,1,14,0,0,0,146,0,9,92,44,0,1,0,0,0,0,0,0,0,0,0,164,0,12,93,58,0,1,0
2018-19,Gujarat,Dang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Gujarat,Devbhumi Dwarka,26,0,1,0,12,7,3,3,80,0,3,15,51,8,1,2,0,0,0,0,0,0,0,0,106,0,4,15,63,15,4,5
2018-19,Gujarat,Gandhinagar,156,4,11,1,67,44,22,7,299,5,5,0,251,27,7,4,0,0,0,0,0,0,0,0,455,9,16,1,318,71,29,11
2018-19,Gujarat,Gir Somnath,18,2,0,0,5,6,4,1,76,0,10,28,32,3,1,2,0,0,0,0,0,0,0,0,94,2,10,28,37,9,5,3
2018-19,Gujarat,Jamnagar,84,5,3,0,52,19,5,0,170,7,0,1,85,65,12,0,0,0,0,0,0,0,0,0,254,12,3,1,137,84,17,0
2018-19,Gujarat,Junagadh,36,0,3,1,6,16,9,1,93,1,7,61,16,7,0,1,0,0,0,0,0,0,0,0,129,1,10,62,22,23,9,2
2018-19,Gujarat,Kachchh East(G),166,0,0,0,107,23,28,8,83,0,0,1,41,29,8,4,0,0,0,0,0,0,0,0,249,0,0,1,148,52,36,12
2018-19,Gujarat,Kachchh West(B),72,0,3,3,35,25,4,2,177,0,4,16,133,21,2,1,0,0,0,0,0,0,0,0,249,0,7,19,168,46,6,3
2018-19,Gujarat,Kheda,63,3,1,1,26,16,12,4,125,0,1,4,85,29,5,1,0,0,0,0,0,0,0,0,188,3,2,5,111,45,17,5
2018-19,Gujarat,Mahisagar,20,0,2,0,9,6,1,2,36,2,0,1,23,9,1,0,0,0,0,0,0,0,0,0,56,2,2,1,32,15,2,2
2018-19,Gujarat,Mehsana,147,0,0,0,71,37,25,14,453,0,1,5,372,64,8,3,0,0,0,0,0,0,0,0,600,0,1,5,443,101,33,17
2018-19,Gujarat,Morbi,22,0,0,0,7,9,5,1,90,0,0,0,45,36,7,2,0,0,0,0,0,0,0,0,112,0,0,0,52,45,12,3
2018-19,Gujarat,Narmada,11,0,0,0,5,4,2,0,11,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,22,0,0,0,12,8,2,0
2018-19,Gujarat,Navsari,82,2,1,0,12,31,23,13,128,1,3,0,68,39,10,7,0,0,0,0,0,0,0,0,210,3,4,0,80,70,33,20
2018-19,Gujarat,Panchmahal,69,2,2,0,35,18,8,4,89,4,1,0,67,13,2,2,0,0,0,0,0,0,0,0,158,6,3,0,102,31,10,6
2018-19,Gujarat,Patan,55,2,0,0,32,15,3,3,179,1,0,1,146,29,2,0,0,0,0,0,0,0,0,0,234,3,0,1,178,44,5,3
2018-19,Gujarat,Porbandar,23,2,1,0,7,9,2,2,45,1,2,0,34,7,1,0,0,0,0,0,0,0,0,0,68,3,3,0,41,16,3,2
2018-19,Gujarat,Rajkot City,262,0,0,0,87,119,44,12,414,0,0,0,207,161,37,9,0,0,0,0,0,0,0,0,676,0,0,0,294,280,81,21
2018-19,Gujarat,Rajkot Rural,91,12,7,3,34,20,8,7,256,4,3,1,213,30,4,1,0,0,0,0,0,0,0,0,347,16,10,4,247,50,12,8
2018-19,Gujarat,Sabarkantha,66,1,1,1,33,16,9,5,168,0,0,23,125,17,2,1,0,0,0,0,0,0,0,0,234,1,1,24,158,33,11,6
2018-19,Gujarat,Surat City,1225,61,65,26,441,363,209,60,1797,47,73,84,1024,387,156,26,0,0,0,0,0,0,0,0,3022,108,138,110,1465,750,365,86
2018-19,Gujarat,Surat Rural,95,4,5,0,34,38,11,3,100,4,5,0,71,17,2,1,0,0,0,0,0,0,0,0,195,8,10,0,105,55,13,4
2018-19,Gujarat,Surendranagar,27,0,0,0,11,9,4,3,45,0,0,0,38,4,3,0,0,0,0,0,0,0,0,0,72,0,0,0,49,13,7,3
2018-19,Gujarat,Tapi,25,3,0,0,7,7,3,5,31,3,1,0,15,10,0,2,0,0,0,0,0,0,0,0,56,6,1,0,22,17,3,7
2018-19,Gujarat,Vadodara City,321,0,10,13,74,101,86,37,481,0,8,98,228,110,27,10,0,0,0,0,0,0,0,0,802,0,18,111,302,211,113,47
2018-19,Gujarat,Vadodara Rural,43,0,0,0,20,11,12,0,47,0,0,0,35,10,1,1,0,0,0,0,0,0,0,0,90,0,0,0,55,21,13,1
2018-19,Gujarat,Valsad,91,7,1,0,28,25,16,14,122,5,3,1,84,18,6,5,0,0,0,0,0,0,0,0,213,12,4,1,112,43,22,19
2018-19,Gujarat,W.Rly Ahmedabad,5,0,0,0,3,1,1,0,6,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,11,0,0,0,7,2,2,0
2018-19,Gujarat,W.Rly Vadodara,17,0,0,0,7,1,4,5,14,2,0,0,8,2,2,0,0,0,0,0,0,0,0,0,31,2,0,0,15,3,6,5
2018-19,Gujarat,Total,5003,130,157,108,1988,1537,784,299,9268,102,191,751,6002,1699,401,122,21,0,0,0,16,5,0,0,14292,232,348,859,8006,3241,1185,421
2018-19,Haryana,Ambala,242,0,2,20,110,70,40,0,200,0,1,18,90,51,40,0,0,0,0,0,0,0,0,0,442,0,3,38,200,121,80,0
2018-19,Haryana,Bhiwani,152,12,22,15,30,36,28,9,316,15,5,35,166,84,9,2,0,0,0,0,0,0,0,0,468,27,27,50,196,120,37,11
2018-19,Haryana,Faridabad,520,21,39,36,252,102,46,24,771,14,34,40,550,110,15,8,0,0,0,0,0,0,0,0,1291,35,73,76,802,212,61,32
2018-19,Haryana,Fatehabad,141,18,15,5,36,40,17,10,362,22,16,18,188,103,13,2,0,0,0,0,0,0,0,0,503,40,31,23,224,143,30,12
2018-19,Haryana,GRP,39,2,4,0,9,13,7,4,24,1,3,0,16,4,0,0,0,0,0,0,0,0,0,0,63,3,7,0,25,17,7,4
2018-19,Haryana,Gurugram,230,1,15,32,67,65,40,10,399,2,26,129,166,63,9,4,0,0,0,0,0,0,0,0,629,3,41,161,233,128,49,14
2018-19,Haryana,Hissar,135,0,1,16,52,36,21,9,331,0,2,44,243,40,1,1,0,0,0,0,0,0,0,0,466,0,3,60,295,76,22,10
2018-19,Haryana,Jhajjar,420,210,0,22,30,86,66,6,536,268,0,20,17,156,64,11,0,0,0,0,0,0,0,0,956,478,0,42,47,242,130,17
2018-19,Haryana,Jind,142,0,6,19,52,42,17,6,395,1,9,58,209,87,23,8,0,0,0,0,0,0,0,0,537,1,15,77,261,129,40,14
2018-19,Haryana,Kaithal,130,5,11,18,31,34,25,6,146,8,11,6,77,35,7,2,0,0,0,0,0,0,0,0,276,13,22,24,108,69,32,8
2018-19,Haryana,Karnal,106,0,11,16,28,24,20,7,96,0,1,15,36,31,10,3,0,0,0,0,0,0,0,0,202,0,12,31,64,55,30,10
2018-19,Haryana,Kurukshetra,212,2,2,3,151,48,5,1,309,2,3,21,222,52,7,2,0,0,0,0,0,0,0,0,521,4,5,24,373,100,12,3
2018-19,Haryana,Mahendergarh,90,0,7,15,29,18,20,1,193,1,7,54,111,17,3,0,0,0,0,0,0,0,0,0,283,1,14,69,140,35,23,1
2018-19,Haryana,Nuh,50,1,9,4,27,4,5,0,71,1,1,15,40,14,0,0,0,0,0,0,0,0,0,0,121,2,10,19,67,18,5,0
2018-19,Haryana,Palwal,131,3,16,31,38,29,8,6,228,5,13,52,125,28,5,0,0,0,0,0,0,0,0,0,359,8,29,83,163,57,13,6
2018-19,Haryana,Panchkula,176,9,32,17,69,34,13,2,366,5,36,63,187,62,12,1,0,0,0,0,0,0,0,0,542,14,68,80,256,96,25,3
2018-19,Haryana,Panipat,451,17,43,55,122,124,69,21,775,15,40,204,348,140,26,2,0,0,0,0,0,0,0,0,1226,32,83,259,470,264,95,23
2018-19,Haryana,Rewari,182,6,16,20,66,37,24,13,360,5,10,59,228,51,3,4,0,0,0,0,0,0,0,0,542,11,26,79,294,88,27,17
2018-19,Haryana,Rohtak,318,0,20,34,122,91,41,10,428,1,6,49,278,84,5,5,0,0,0,0,0,0,0,0,746,1,26,83,400,175,46,15
2018-19,Haryana,Sirsa,126,0,7,12,51,36,13,7,374,0,11,58,240,59,5,1,0,0,0,0,0,0,0,0,500,0,18,70,291,95,18,8
2018-19,Haryana,Sonipat,242,2,13,46,52,64,54,11,424,1,7,57,170,167,20,2,0,0,0,0,0,0,0,0,666,3,20,103,222,231,74,13
2018-19,Haryana,Yamunanagar,228,10,14,22,83,60,30,9,333,6,16,47,190,59,8,7,0,0,0,0,0,0,0,0,561,16,30,69,273,119,38,16
2018-19,Haryana,Irrigation & Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Haryana,Charkhi Dadri,45,0,2,2,17,14,8,2,96,0,0,5,71,20,0,0,0,0,0,0,0,0,0,0,141,0,2,7,88,34,8,2
2018-19,Haryana,Hansi,48,0,2,11,17,8,6,4,126,0,1,17,92,10,5,1,0,0,0,0,0,0,0,0,174,0,3,28,109,18,11,5
2018-19,Haryana,Total,4556,319,309,471,1541,1115,623,178,7659,373,259,1084,4060,1527,290,66,0,0,0,0,0,0,0,0,12215,692,568,1555,5601,2642,913,244
2018-19,Himachal Pradesh,Baddi,66,0,1,1,27,20,11,6,152,1,8,9,114,17,1,2,0,0,0,0,0,0,0,0,218,1,9,10,141,37,12,8
2018-19,Himachal Pradesh,Bilaspur,36,0,1,4,18,8,4,1,133,0,0,22,89,17,2,3,0,0,0,0,0,0,0,0,169,0,1,26,107,25,6,4
2018-19,Himachal Pradesh,Chamba,38,0,1,2,16,9,9,1,77,0,0,15,54,6,2,0,0,0,0,0,0,0,0,0,115,0,1,17,70,15,11,1
2018-19,Himachal Pradesh,CID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Himachal Pradesh,GRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Himachal Pradesh,Hamirpur,34,0,2,6,11,8,6,1,80,0,1,6,56,16,0,1,0,0,0,0,0,0,0,0,114,0,3,12,67,24,6,2
2018-19,Himachal Pradesh,Kangra,92,0,1,7,28,27,18,11,214,0,0,16,151,37,10,0,0,0,0,0,0,0,0,0,306,0,1,23,179,64,28,11
2018-19,Himachal Pradesh,Kinnaur,24,0,1,6,6,6,3,2,17,0,1,2,13,0,1,0,0,0,0,0,0,0,0,0,41,0,2,8,19,6,4,2
2018-19,Himachal Pradesh,Kullu,123,2,3,8,23,48,24,15,107,0,0,12,39,53,3,0,0,0,0,0,0,0,0,0,230,2,3,20,62,101,27,15
2018-19,Himachal Pradesh,Lahaul & Spiti,3,0,0,0,1,1,1,0,5,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,8,0,1,0,2,3,1,1
2018-19,Himachal Pradesh,Mandi,95,0,3,13,33,22,16,8,253,0,0,59,151,37,2,4,0,0,0,0,0,0,0,0,348,0,3,72,184,59,18,12
2018-19,Himachal Pradesh,Shimla,37,0,17,19,1,0,0,0,62,0,9,45,7,0,0,1,0,0,0,0,0,0,0,0,99,0,26,64,8,0,0,1
2018-19,Himachal Pradesh,Sirmaur,44,2,3,4,15,12,4,4,99,4,2,5,70,16,1,1,0,0,0,0,0,0,0,0,143,6,5,9,85,28,5,5
2018-19,Himachal Pradesh,Solan,50,0,4,7,12,16,7,4,101,0,1,32,55,11,2,0,0,0,0,0,0,0,0,0,151,0,5,39,67,27,9,4
2018-19,Himachal Pradesh,Una,37,0,4,3,15,9,4,2,56,0,2,15,32,1,2,4,0,0,0,0,0,0,0,0,93,0,6,18,47,10,6,6
2018-19,Himachal Pradesh,Cyber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Himachal Pradesh,Total,679,4,41,80,206,186,107,55,1356,5,25,238,832,213,26,17,0,0,0,0,0,0,0,0,2035,9,66,318,1038,399,133,72
2018-19,Kashmir,Anantnag,27,0,0,0,21,4,2,0,55,0,1,25,19,8,2,0,0,0,0,0,0,0,0,0,82,0,1,25,40,12,4,0
2018-19,Kashmir,Awantipora,18,0,0,0,12,3,3,0,14,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,32,0,0,0,20,9,3,0
2018-19,Kashmir,Bandipora,33,0,1,7,17,6,0,2,27,1,0,2,18,6,0,0,0,0,0,0,0,0,0,0,60,1,1,9,35,12,0,2
2018-19,Kashmir,Baramulla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Kashmir,Budgam,19,0,0,0,10,7,2,0,19,0,0,0,9,8,2,0,0,0,0,0,0,0,0,0,38,0,0,0,19,15,4,0
2018-19,Kashmir,Crime Jammu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Kashmir,Crime Srinagar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Kashmir,Doda,16,0,0,0,4,9,3,0,63,0,0,15,26,20,2,0,0,0,0,0,0,0,0,0,79,0,0,15,30,29,5,0
2018-19,Kashmir,Ganderbal,17,0,0,2,11,2,1,1,33,0,0,0,25,7,0,1,0,0,0,0,0,0,0,0,50,0,0,2,36,9,1,2
2018-19,Kashmir,Handwara,13,0,0,6,4,3,0,0,17,0,0,8,7,2,0,0,0,0,0,0,0,0,0,0,30,0,0,14,11,5,0,0
2018-19,Kashmir,Jammu,69,0,0,20,22,13,6,8,390,0,0,0,319,41,17,13,0,0,0,0,0,0,0,0,459,0,0,20,341,54,23,21
2018-19,Kashmir,Kargil,5,0,0,0,0,3,1,1,6,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,11,1,0,0,4,4,1,1
2018-19,Kashmir,Kathua,38,3,4,3,8,12,8,0,139,2,3,18,86,25,3,2,0,0,0,0,0,0,0,0,177,5,7,21,94,37,11,2
2018-19,Kashmir,Kishtwar,11,0,0,0,5,3,2,1,28,0,0,0,21,6,1,0,0,0,0,0,0,0,0,0,39,0,0,0,26,9,3,1
2018-19,Kashmir,Kulgam,27,0,0,1,25,1,0,0,10,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,37,0,0,1,32,4,0,0
2018-19,Kashmir,Kupwara,31,0,2,3,18,3,1,4,44,0,0,1,28,13,2,0,0,0,0,0,0,0,0,0,75,0,2,4,46,16,3,4
2018-19,Kashmir,Leh,10,0,0,0,5,3,2,0,10,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,20,0,0,0,8,10,2,0
2018-19,Kashmir,Poonch,13,0,0,1,5,4,2,1,58,0,1,0,50,7,0,0,0,0,0,0,0,0,0,0,71,0,1,1,55,11,2,1
2018-19,Kashmir,Pulwama,41,0,0,0,31,8,2,0,17,0,0,0,9,6,2,0,0,0,0,0,0,0,0,0,58,0,0,0,40,14,4,0
2018-19,Kashmir,Railways Jammu,2,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0
2018-19,Kashmir,Railways Kashmir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Kashmir,Railways Katra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Kashmir,Rajouri,21,0,3,0,9,7,2,0,98,0,0,0,52,38,8,0,0,0,0,0,0,0,0,0,119,0,3,0,61,45,10,0
2018-19,Kashmir,Ramban,10,0,2,1,3,2,2,0,38,0,0,0,31,7,0,0,0,0,0,0,0,0,0,0,48,0,2,1,34,9,2,0
2018-19,Kashmir,Reasi,31,0,1,0,12,10,7,1,74,0,5,15,35,15,2,2,0,0,0,0,0,0,0,0,105,0,6,15,47,25,9,3
2018-19,Kashmir,Samba,19,1,1,1,8,7,1,0,44,2,3,3,29,3,3,1,0,0,0,0,0,0,0,0,63,3,4,4,37,10,4,1
2018-19,Kashmir,Shopian,35,0,0,5,30,0,0,0,13,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,48,0,0,8,40,0,0,0
2018-19,Kashmir,Sopore,27,0,1,5,14,3,2,2,21,0,0,1,11,9,0,0,0,0,0,0,0,0,0,0,48,0,1,6,25,12,2,2
2018-19,Kashmir,Srinagar,167,0,0,20,85,36,26,0,148,0,0,43,62,34,9,0,0,0,0,0,0,0,0,0,315,0,0,63,147,70,35,0
2018-19,Kashmir,Udhampur,57,1,0,8,25,14,8,1,110,2,2,17,69,15,5,0,0,0,0,0,0,0,0,0,167,3,2,25,94,29,13,1
2018-19,Kashmir,Total,757,5,15,83,385,164,83,22,1477,8,15,151,939,287,58,19,0,0,0,0,0,0,0,0,2234,13,30,234,1324,451,141,41
2018-19,Jharkhand,Bokaro,9,0,2,7,0,0,0,0,5,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,11,0,0,0,0
2018-19,Jharkhand,Chaibasa,2,0,0,1,1,0,0,0,16,0,1,13,2,0,0,0,0,0,0,0,0,0,0,0,18,0,1,14,3,0,0,0
2018-19,Jharkhand,Chatra,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
2018-19,Jharkhand,Deoghar,42,0,9,18,8,4,0,3,65,0,14,18,28,4,1,0,0,0,0,0,0,0,0,0,107,0,23,36,36,8,1,3
2018-19,Jharkhand,Dhanbad,46,0,6,9,11,13,7,0,16,0,4,6,3,2,1,0,0,0,0,0,0,0,0,0,62,0,10,15,14,15,8,0
2018-19,Jharkhand,Dhanbad Railway,3,1,0,0,1,0,1,0,4,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,4,0,1,1
2018-19,Jharkhand,Dumka,38,0,2,4,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,2,4,21,11,0,0
2018-19,Jharkhand,Garhwa,10,0,4,3,3,0,0,0,5,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5,7,3,0,0,0
2018-19,Jharkhand,Giridih,16,0,5,11,0,0,0,0,22,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,38,0,15,23,0,0,0,0
2018-19,Jharkhand,Godda,10,0,0,10,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0
2018-19,Jharkhand,Gumla,2,0,0,2,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,0,0,0
2018-19,Jharkhand,Hazaribagh,29,0,1,7,16,4,1,0,35,0,1,3,26,2,2,1,0,0,0,0,0,0,0,0,64,0,2,10,42,6,3,1
2018-19,Jharkhand,Jamshedpur,24,0,5,4,7,4,4,0,28,0,0,4,10,11,1,2,0,0,0,0,0,0,0,0,52,0,5,8,17,15,5,2
2018-19,Jharkhand,Jamshedpur Railway,17,0,3,1,7,2,2,2,13,3,1,2,4,2,1,0,0,0,0,0,0,0,0,0,30,3,4,3,11,4,3,2
2018-19,Jharkhand,Jamtara,23,1,3,0,12,3,2,2,16,0,0,3,10,1,2,0,0,0,0,0,0,0,0,0,39,1,3,3,22,4,4,2
2018-19,Jharkhand,Khunti,8,0,6,2,0,0,0,0,12,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,20,0,15,5,0,0,0,0
2018-19,Jharkhand,Koderma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Jharkhand,Latehar,8,0,0,4,2,0,1,1,9,0,2,1,5,1,0,0,0,0,0,0,0,0,0,0,17,0,2,5,7,1,1,1
2018-19,Jharkhand,Lohardagga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Jharkhand,Pakur,18,0,8,0,5,4,0,1,7,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,25,0,9,1,9,5,0,1
2018-19,Jharkhand,Palamu,48,1,11,8,18,4,4,2,73,0,3,17,44,7,1,1,0,0,0,0,0,0,0,0,121,1,14,25,62,11,5,3
2018-19,Jharkhand,Ramgarh,9,0,0,0,5,3,1,0,12,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,21,0,0,4,13,3,1,0
2018-19,Jharkhand,Ranchi,71,0,7,11,26,14,9,4,85,0,2,8,53,12,5,5,0,0,0,0,0,0,0,0,156,0,9,19,79,26,14,9
2018-19,Jharkhand,Sahebganj,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0
2018-19,Jharkhand,Saraikela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Jharkhand,Simdega,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-19,Jharkhand,Total,442,3,74,109,143,66,32,15,437,3,50,117,200,43,14,10,0,0,0,0,0,0,0,0,879,6,124,226,343,109,46,25
2018-19,Karnataka,Bagalkot,56,2,0,1,14,22,8,9,120,1,0,3,97,15,2,2,0,0,0,0,0,0,0,0,176,3,0,4,111,37,10,11
2018-19,Karnataka,Bengaluru City,2072,18,22,12,783,658,357,222,3004,16,13,23,2371,353,116,112,0,0,0,0,0,0,0,0,5076,34,35,35,3154,1011,473,334
2018-19,Karnataka,Bengaluru District,283,10,17,0,54,107,66,29,666,19,15,1,452,143,20,16,0,0,0,0,0,0,0,0,949,29,32,1,506,250,86,45
2018-19,Karnataka,Belagavi District,129,0,1,1,51,43,19,14,256,1,4,11,195,40,1,4,0,0,0,0,0,0,0,0,385,1,5,12,246,83,20,18
2018-19,Karnataka,Ballari,146,12,13,2,36,50,25,8,222,10,16,5,133,52,5,1,0,0,0,0,0,0,0,0,368,22,29,7,169,102,30,9
2018-19,Karnataka,Bidar,43,0,0,1,17,13,7,5,89,0,0,1,71,10,3,4,0,0,0,0,0,0,0,0,132,0,0,2,88,23,10,9
2018-19,Karnataka,Vijayapura,86,1,4,9,39,22,4,7,182,0,3,26,132,17,2,2,0,0,0,0,0,0,0,0,268,1,7,35,171,39,6,9
2018-19,Karnataka,Chikkaballapura,74,4,5,0,20,30,10,5,303,10,3,0,223,54,8,5,0,0,0,0,0,0,0,0,377,14,8,0,243,84,18,10
2018-19,Karnataka,Chamarajnagar,74,5,3,0,23,20,11,12,151,1,2,0,122,17,3,6,0,0,0,0,0,0,0,0,225,6,5,0,145,37,14,18
2018-19,Karnataka,Chikkamagaluru,107,2,2,1,42,31,14,15,187,3,0,3,131,36,11,3,0,0,0,0,0,0,0,0,294,5,2,4,173,67,25,18
2018-19,Karnataka,Chitradurga,92,0,0,0,25,35,20,12,258,0,0,0,182,65,5,6,0,0,0,0,0,0,0,0,350,0,0,0,207,100,25,18
2018-19,Karnataka,Dakshina Kannada,89,3,0,0,24,30,24,8,87,6,2,0,51,19,8,1,0,0,0,0,0,0,0,0,176,9,2,0,75,49,32,9
2018-19,Karnataka,Davanagere,140,0,1,1,60,42,22,14,269,0,1,13,206,36,9,4,0,0,0,0,0,0,0,0,409,0,2,14,266,78,31,18
2018-19,Karnataka,Dharwad,27,2,0,0,3,7,12,3,56,1,0,0,40,13,2,0,0,0,0,0,0,0,0,0,83,3,0,0,43,20,14,3
